corner_class,edge_class,canonical_a,canonical_b,sym,length
13,29,10,22,1,5
17,35,10,22,2,5
15,14,10,22,3,5
10,23,10,23,0,6
13,30,10,23,1,6
17,36,10,23,2,6
15,15,10,23,3,6
10,27,10,27,0,6
13,12,10,27,1,6
17,21,10,27,2,6
15,34,10,27,3,6
10,29,10,29,0,6
13,22,10,29,1,6
17,22,10,29,2,6
15,29,10,29,3,6
15,35,10,29,4,6
17,14,10,29,5,6
13,14,10,29,6,6
10,35,10,29,7,6
10,30,10,30,0,7
13,23,10,30,1,7
17,23,10,30,2,7
15,30,10,30,3,7
15,36,10,30,4,7
17,15,10,30,5,7
13,15,10,30,6,7
10,36,10,30,7,7
10,32,10,32,0,3
13,17,10,32,1,3
17,24,10,32,2,3
15,37,10,32,3,3
10,34,10,34,0,6
13,21,10,34,1,6
17,12,10,34,2,6
15,27,10,34,3,6
10,37,10,37,0,5
13,24,10,37,1,5
17,17,10,37,2,5
15,32,10,37,3,5
10,42,10,42,0,6
13,68,10,42,1,6
17,67,10,42,2,6
15,43,10,42,3,6
15,65,10,42,4,6
17,47,10,42,5,6
13,46,10,42,6,6
10,66,10,42,7,6
10,43,10,43,0,5
13,67,10,43,1,5
17,68,10,43,2,5
15,42,10,43,3,5
15,66,10,43,4,5
17,46,10,43,5,5
13,47,10,43,6,5
10,65,10,43,7,5
10,46,10,46,0,6
13,66,10,46,1,6
17,42,10,46,2,6
15,68,10,46,3,6
15,67,10,46,4,6
17,43,10,46,5,6
13,65,10,46,6,6
10,47,10,46,7,6
10,48,10,48,0,6
13,72,10,48,1,6
17,52,10,48,2,6
15,70,10,48,3,6
15,69,10,48,4,6
17,53,10,48,5,6
13,71,10,48,6,6
10,49,10,48,7,6
10,52,10,52,0,6
13,70,10,52,1,6
17,69,10,52,2,6
15,53,10,52,3,6
15,71,10,52,4,6
17,49,10,52,5,6
13,48,10,52,6,6
10,72,10,52,7,6
10,53,10,53,0,5
13,69,10,53,1,5
17,70,10,53,2,5
15,52,10,53,3,5
15,72,10,53,4,5
17,48,10,53,5,5
13,49,10,53,6,5
10,71,10,53,7,5
10,54,10,54,0,6
13,79,10,54,1,6
17,79,10,54,2,6
15,54,10,54,3,6
10,55,10,55,0,6
13,55,10,55,1,6
17,58,10,55,2,6
15,61,10,55,3,6
15,74,10,55,4,6
17,74,10,55,5,6
13,61,10,55,6,6
10,58,10,55,7,6
10,57,10,57,0,4
13,64,10,57,1,4
17,73,10,57,2,4
15,73,10,57,3,4
15,64,10,57,4,4
17,57,10,57,5,4
13,60,10,57,6,4
10,60,10,57,7,4
10,61,10,61,0,7
13,58,10,61,1,7
17,55,10,61,2,7
15,55,10,61,3,7
15,58,10,61,4,7
17,61,10,61,5,7
13,74,10,61,6,7
10,74,10,61,7,7
10,64,10,64,0,6
13,57,10,64,1,6
17,60,10,64,2,6
15,60,10,64,3,6
15,57,10,64,4,6
17,64,10,64,5,6
13,73,10,64,6,6
10,73,10,64,7,6
10,67,10,67,0,6
13,43,10,67,1,6
17,65,10,67,2,6
15,47,10,67,3,6
15,46,10,67,4,6
17,66,10,67,5,6
13,42,10,67,6,6
10,68,10,67,7,6
10,69,10,69,0,6
13,53,10,69,1,6
17,71,10,69,2,6
15,49,10,69,3,6
15,48,10,69,4,6
17,72,10,69,5,6
13,52,10,69,6,6
10,70,10,69,7,6
10,79,10,79,0,6
13,54,10,79,1,6
17,54,10,79,2,6
15,79,10,79,3,6
10,86,10,86,0,7
13,90,10,86,1,7
17,88,10,86,2,7
15,91,10,86,3,7
10,87,10,87,0,6
13,100,10,87,1,6
17,100,10,87,2,6
15,87,10,87,3,6
15,101,10,87,4,6
17,89,10,87,5,6
13,89,10,87,6,6
10,101,10,87,7,6
10,88,10,88,0,6
13,91,10,88,1,6
17,91,10,88,2,6
15,88,10,88,3,6
15,90,10,88,4,6
17,86,10,88,5,6
13,86,10,88,6,6
10,90,10,88,7,6
10,89,10,89,0,7
13,101,10,89,1,7
17,87,10,89,2,7
15,100,10,89,3,7
10,91,10,91,0,9
13,88,10,91,1,9
17,90,10,91,2,9
15,86,10,91,3,9
10,100,10,100,0,8
13,87,10,100,1,8
17,101,10,100,2,8
15,89,10,100,3,8
10,104,10,104,0,8
13,117,10,104,1,8
17,118,10,104,2,8
15,106,10,104,3,8
15,105,10,104,4,8
17,116,10,104,5,8
13,119,10,104,6,8
10,107,10,104,7,8
10,105,10,105,0,8
13,116,10,105,1,8
17,119,10,105,2,8
15,107,10,105,3,8
15,104,10,105,4,8
17,117,10,105,5,8
13,118,10,105,6,8
10,106,10,105,7,8
10,108,10,108,0,7
13,109,10,108,1,7
17,112,10,108,2,7
15,111,10,108,3,7
15,114,10,108,4,7
17,115,10,108,5,7
13,110,10,108,6,7
10,113,10,108,7,7
10,109,10,109,0,7
13,108,10,109,1,7
17,113,10,109,2,7
15,110,10,109,3,7
15,115,10,109,4,7
17,114,10,109,5,7
13,111,10,109,6,7
10,112,10,109,7,7
10,110,10,110,0,7
13,113,10,110,1,7
17,108,10,110,2,7
15,109,10,110,3,7
15,112,10,110,4,7
17,111,10,110,5,7
13,114,10,110,6,7
10,115,10,110,7,7
10,111,10,111,0,7
13,112,10,111,1,7
17,109,10,111,2,7
15,108,10,111,3,7
15,113,10,111,4,7
17,110,10,111,5,7
13,115,10,111,6,7
10,114,10,111,7,7
10,116,10,116,0,8
13,105,10,116,1,8
17,106,10,116,2,8
15,118,10,116,3,8
15,117,10,116,4,8
17,104,10,116,5,8
13,107,10,116,6,8
10,119,10,116,7,8
10,117,10,117,0,8
13,104,10,117,1,8
17,107,10,117,2,8
15,119,10,117,3,8
15,116,10,117,4,8
17,105,10,117,5,8
13,106,10,117,6,8
10,118,10,117,7,8
10,136,10,136,0,8
13,137,10,136,1,8
17,136,10,136,2,8
15,137,10,136,3,8
15,136,10,136,4,8
17,137,10,136,5,8
13,136,10,136,6,8
10,137,10,136,7,8
20,0,20,0,0,7
31,0,20,0,1,7
23,0,20,0,2,7
22,0,20,0,3,7
30,0,20,0,4,7
21,0,20,0,5,7
34,0,20,0,6,7
35,0,20,0,7,7
20,3,20,3,0,7
31,3,20,3,1,7
23,3,20,3,2,7
22,3,20,3,3,7
30,3,20,3,4,7
21,3,20,3,5,7
34,3,20,3,6,7
35,3,20,3,7,7
20,12,20,12,0,5
31,27,20,12,1,5
23,27,20,12,2,5
22,12,20,12,3,5
30,21,20,12,4,5
21,34,20,12,5,5
34,34,20,12,6,5
35,21,20,12,7,5
20,14,20,14,0,5
31,35,20,14,1,5
23,29,20,14,2,5
22,22,20,14,3,5
30,22,20,14,4,5
21,29,20,14,5,5
34,35,20,14,6,5
35,14,20,14,7,5
20,15,20,15,0,6
31,36,20,15,1,6
23,30,20,15,2,6
22,23,20,15,3,6
30,23,20,15,4,6
21,30,20,15,5,6
34,36,20,15,6,6
35,15,20,15,7,6
20,17,20,17,0,6
31,32,20,17,1,6
23,32,20,17,2,6
22,17,20,17,3,6
30,24,20,17,4,6
21,37,20,17,5,6
34,37,20,17,6,6
35,24,20,17,7,6
20,21,20,21,0,6
31,34,20,21,1,6
23,34,20,21,2,6
22,21,20,21,3,6
30,12,20,21,4,6
21,27,20,21,5,6
34,27,20,21,6,6
35,12,20,21,7,6
20,22,20,22,0,6
31,29,20,22,1,6
23,35,20,22,2,6
22,14,20,22,3,6
30,14,20,22,4,6
21,35,20,22,5,6
34,29,20,22,6,6
35,22,20,22,7,6
20,23,20,23,0,5
31,30,20,23,1,5
23,36,20,23,2,5
22,15,20,23,3,5
30,15,20,23,4,5
21,36,20,23,5,5
34,30,20,23,6,5
35,23,20,23,7,5
20,24,20,24,0,5
31,37,20,24,1,5
23,37,20,24,2,5
22,24,20,24,3,5
30,17,20,24,4,5
21,32,20,24,5,5
34,32,20,24,6,5
35,17,20,24,7,5
20,27,20,27,0,7
31,12,20,27,1,7
23,21,20,27,2,7
22,34,20,27,3,7
30,34,20,27,4,7
21,21,20,27,5,7
34,12,20,27,6,7
35,27,20,27,7,7
20,29,20,29,0,7
31,22,20,29,1,7
23,22,20,29,2,7
22,29,20,29,3,7
30,35,20,29,4,7
21,14,20,29,5,7
34,14,20,29,6,7
35,35,20,29,7,7
20,30,20,30,0,7
31,23,20,30,1,7
23,23,20,30,2,7
22,30,20,30,3,7
30,36,20,30,4,7
21,15,20,30,5,7
34,15,20,30,6,7
35,36,20,30,7,7
20,32,20,32,0,7
31,17,20,32,1,7
23,24,20,32,2,7
22,37,20,32,3,7
30,37,20,32,4,7
21,24,20,32,5,7
34,17,20,32,6,7
35,32,20,32,7,7
20,34,20,34,0,4
31,21,20,34,1,4
23,12,20,34,2,4
22,27,20,34,3,4
30,27,20,34,4,4
21,12,20,34,5,4
34,21,20,34,6,4
35,34,20,34,7,4
20,35,20,35,0,6
31,14,20,35,1,6
23,14,20,35,2,6
22,35,20,35,3,6
30,29,20,35,4,6
21,22,20,35,5,6
34,22,20,35,6,6
35,29,20,35,7,6
20,36,20,36,0,4
31,15,20,36,1,4
23,15,20,36,2,4
22,36,20,36,3,4
30,30,20,36,4,4
21,23,20,36,5,4
34,23,20,36,6,4
35,30,20,36,7,4
20,37,20,37,0,6
31,24,20,37,1,6
23,17,20,37,2,6
22,32,20,37,3,6
30,32,20,37,4,6
21,17,20,37,5,6
34,24,20,37,6,6
35,37,20,37,7,6
20,42,20,42,0,4
31,68,20,42,1,4
23,67,20,42,2,4
22,43,20,42,3,4
30,65,20,42,4,4
21,47,20,42,5,4
34,46,20,42,6,4
35,66,20,42,7,4
20,43,20,43,0,7
31,67,20,43,1,7
23,68,20,43,2,7
22,42,20,43,3,7
30,66,20,43,4,7
21,46,20,43,5,7
34,47,20,43,6,7
35,65,20,43,7,7
20,46,20,46,0,7
31,66,20,46,1,7
23,42,20,46,2,7
22,68,20,46,3,7
30,67,20,46,4,7
21,43,20,46,5,7
34,65,20,46,6,7
35,47,20,46,7,7
20,47,20,47,0,7
31,65,20,47,1,7
23,43,20,47,2,7
22,67,20,47,3,7
30,68,20,47,4,7
21,42,20,47,5,7
34,66,20,47,6,7
35,46,20,47,7,7
20,48,20,48,0,5
31,72,20,48,1,5
23,52,20,48,2,5
22,70,20,48,3,5
30,69,20,48,4,5
21,53,20,48,5,5
34,71,20,48,6,5
35,49,20,48,7,5
20,49,20,49,0,6
31,71,20,49,1,6
23,53,20,49,2,6
22,69,20,49,3,6
30,70,20,49,4,6
21,52,20,49,5,6
34,72,20,49,6,6
35,48,20,49,7,6
20,52,20,52,0,5
31,70,20,52,1,5
23,69,20,52,2,5
22,53,20,52,3,5
30,71,20,52,4,5
21,49,20,52,5,5
34,48,20,52,6,5
35,72,20,52,7,5
20,53,20,53,0,6
31,69,20,53,1,6
23,70,20,53,2,6
22,52,20,53,3,6
30,72,20,53,4,6
21,48,20,53,5,6
34,49,20,53,6,6
35,71,20,53,7,6
20,54,20,54,0,8
31,79,20,54,1,8
23,79,20,54,2,8
22,54,20,54,3,8
30,54,20,54,4,8
21,79,20,54,5,8
34,79,20,54,6,8
35,54,20,54,7,8
20,55,20,55,0,8
31,55,20,55,1,8
23,58,20,55,2,8
22,61,20,55,3,8
30,74,20,55,4,8
21,74,20,55,5,8
34,61,20,55,6,8
35,58,20,55,7,8
20,57,20,57,0,8
31,64,20,57,1,8
23,73,20,57,2,8
22,73,20,57,3,8
30,64,20,57,4,8
21,57,20,57,5,8
34,60,20,57,6,8
35,60,20,57,7,8
20,58,20,58,0,7
31,61,20,58,1,7
23,74,20,58,2,7
22,74,20,58,3,7
30,61,20,58,4,7
21,58,20,58,5,7
34,55,20,58,6,7
35,55,20,58,7,7
20,60,20,60,0,8
31,60,20,60,1,8
23,57,20,60,2,8
22,64,20,60,3,8
30,73,20,60,4,8
21,73,20,60,5,8
34,64,20,60,6,8
35,57,20,60,7,8
20,61,20,61,0,5
31,58,20,61,1,5
23,55,20,61,2,5
22,55,20,61,3,5
30,58,20,61,4,5
21,61,20,61,5,5
34,74,20,61,6,5
35,74,20,61,7,5
20,64,20,64,0,7
31,57,20,64,1,7
23,60,20,64,2,7
22,60,20,64,3,7
30,57,20,64,4,7
21,64,20,64,5,7
34,73,20,64,6,7
35,73,20,64,7,7
20,65,20,65,0,5
31,47,20,65,1,5
23,46,20,65,2,5
22,66,20,65,3,5
30,42,20,65,4,5
21,68,20,65,5,5
34,67,20,65,6,5
35,43,20,65,7,5
20,66,20,66,0,6
31,46,20,66,1,6
23,47,20,66,2,6
22,65,20,66,3,6
30,43,20,66,4,6
21,67,20,66,5,6
34,68,20,66,6,6
35,42,20,66,7,6
20,67,20,67,0,5
31,43,20,67,1,5
23,65,20,67,2,5
22,47,20,67,3,5
30,46,20,67,4,5
21,66,20,67,5,5
34,42,20,67,6,5
35,68,20,67,7,5
20,68,20,68,0,6
31,42,20,68,1,6
23,66,20,68,2,6
22,46,20,68,3,6
30,47,20,68,4,6
21,65,20,68,5,6
34,43,20,68,6,6
35,67,20,68,7,6
20,69,20,69,0,4
31,53,20,69,1,4
23,71,20,69,2,4
22,49,20,69,3,4
30,48,20,69,4,4
21,72,20,69,5,4
34,52,20,69,6,4
35,70,20,69,7,4
20,70,20,70,0,7
31,52,20,70,1,7
23,72,20,70,2,7
22,48,20,70,3,7
30,49,20,70,4,7
21,71,20,70,5,7
34,53,20,70,6,7
35,69,20,70,7,7
20,71,20,71,0,7
31,49,20,71,1,7
23,48,20,71,2,7
22,72,20,71,3,7
30,52,20,71,4,7
21,70,20,71,5,7
34,69,20,71,6,7
35,53,20,71,7,7
20,72,20,72,0,7
31,48,20,72,1,7
23,49,20,72,2,7
22,71,20,72,3,7
30,53,20,72,4,7
21,69,20,72,5,7
34,70,20,72,6,7
35,52,20,72,7,7
20,73,20,73,0,8
31,73,20,73,1,8
23,64,20,73,2,8
22,57,20,73,3,8
30,60,20,73,4,8
21,60,20,73,5,8
34,57,20,73,6,8
35,64,20,73,7,8
20,74,20,74,0,8
31,74,20,74,1,8
23,61,20,74,2,8
22,58,20,74,3,8
30,55,20,74,4,8
21,55,20,74,5,8
34,58,20,74,6,8
35,61,20,74,7,8
20,79,20,79,0,8
31,54,20,79,1,8
23,54,20,79,2,8
22,79,20,79,3,8
30,79,20,79,4,8
21,54,20,79,5,8
34,54,20,79,6,8
35,79,20,79,7,8
20,86,20,86,0,7
31,90,20,86,1,7
23,88,20,86,2,7
22,91,20,86,3,7
30,91,20,86,4,7
21,88,20,86,5,7
34,90,20,86,6,7
35,86,20,86,7,7
20,87,20,87,0,7
31,100,20,87,1,7
23,100,20,87,2,7
22,87,20,87,3,7
30,101,20,87,4,7
21,89,20,87,5,7
34,89,20,87,6,7
35,101,20,87,7,7
20,88,20,88,0,7
31,91,20,88,1,7
23,91,20,88,2,7
22,88,20,88,3,7
30,90,20,88,4,7
21,86,20,88,5,7
34,86,20,88,6,7
35,90,20,88,7,7
20,89,20,89,0,7
31,101,20,89,1,7
23,87,20,89,2,7
22,100,20,89,3,7
30,100,20,89,4,7
21,87,20,89,5,7
34,101,20,89,6,7
35,89,20,89,7,7
20,90,20,90,0,8
31,86,20,90,1,8
23,86,20,90,2,8
22,90,20,90,3,8
30,88,20,90,4,8
21,91,20,90,5,8
34,91,20,90,6,8
35,88,20,90,7,8
20,91,20,91,0,8
31,88,20,91,1,8
23,90,20,91,2,8
22,86,20,91,3,8
30,86,20,91,4,8
21,90,20,91,5,8
34,88,20,91,6,8
35,91,20,91,7,8
20,100,20,100,0,7
31,87,20,100,1,7
23,101,20,100,2,7
22,89,20,100,3,7
30,89,20,100,4,7
21,101,20,100,5,7
34,87,20,100,6,7
35,100,20,100,7,7
20,101,20,101,0,7
31,89,20,101,1,7
23,89,20,101,2,7
22,101,20,101,3,7
30,87,20,101,4,7
21,100,20,101,5,7
34,100,20,101,6,7
35,87,20,101,7,7
20,104,20,104,0,7
31,117,20,104,1,7
23,118,20,104,2,7
22,106,20,104,3,7
30,105,20,104,4,7
21,116,20,104,5,7
34,119,20,104,6,7
35,107,20,104,7,7
20,105,20,105,0,7
31,116,20,105,1,7
23,119,20,105,2,7
22,107,20,105,3,7
30,104,20,105,4,7
21,117,20,105,5,7
34,118,20,105,6,7
35,106,20,105,7,7
20,106,20,106,0,9
31,118,20,106,1,9
23,117,20,106,2,9
22,104,20,106,3,9
30,107,20,106,4,9
21,119,20,106,5,9
34,116,20,106,6,9
35,105,20,106,7,9
20,107,20,107,0,7
31,119,20,107,1,7
23,116,20,107,2,7
22,105,20,107,3,7
30,106,20,107,4,7
21,118,20,107,5,7
34,117,20,107,6,7
35,104,20,107,7,7
20,108,20,108,0,5
31,109,20,108,1,5
23,112,20,108,2,5
22,111,20,108,3,5
30,114,20,108,4,5
21,115,20,108,5,5
34,110,20,108,6,5
35,113,20,108,7,5
20,109,20,109,0,6
31,108,20,109,1,6
23,113,20,109,2,6
22,110,20,109,3,6
30,115,20,109,4,6
21,114,20,109,5,6
34,111,20,109,6,6
35,112,20,109,7,6
20,110,20,110,0,6
31,113,20,110,1,6
23,108,20,110,2,6
22,109,20,110,3,6
30,112,20,110,4,6
21,111,20,110,5,6
34,114,20,110,6,6
35,115,20,110,7,6
20,111,20,111,0,8
31,112,20,111,1,8
23,109,20,111,2,8
22,108,20,111,3,8
30,113,20,111,4,8
21,110,20,111,5,8
34,115,20,111,6,8
35,114,20,111,7,8
20,112,20,112,0,6
31,111,20,112,1,6
23,114,20,112,2,6
22,115,20,112,3,6
30,110,20,112,4,6
21,113,20,112,5,6
34,108,20,112,6,6
35,109,20,112,7,6
20,113,20,113,0,8
31,110,20,113,1,8
23,115,20,113,2,8
22,114,20,113,3,8
30,111,20,113,4,8
21,112,20,113,5,8
34,109,20,113,6,8
35,108,20,113,7,8
20,114,20,114,0,5
31,115,20,114,1,5
23,110,20,114,2,5
22,113,20,114,3,5
30,108,20,114,4,5
21,109,20,114,5,5
34,112,20,114,6,5
35,111,20,114,7,5
20,115,20,115,0,6
31,114,20,115,1,6
23,111,20,115,2,6
22,112,20,115,3,6
30,109,20,115,4,6
21,108,20,115,5,6
34,113,20,115,6,6
35,110,20,115,7,6
20,116,20,116,0,7
31,105,20,116,1,7
23,106,20,116,2,7
22,118,20,116,3,7
30,117,20,116,4,7
21,104,20,116,5,7
34,107,20,116,6,7
35,119,20,116,7,7
20,117,20,117,0,7
31,104,20,117,1,7
23,107,20,117,2,7
22,119,20,117,3,7
30,116,20,117,4,7
21,105,20,117,5,7
34,106,20,117,6,7
35,118,20,117,7,7
20,118,20,118,0,8
31,106,20,118,1,8
23,105,20,118,2,8
22,116,20,118,3,8
30,119,20,118,4,8
21,107,20,118,5,8
34,104,20,118,6,8
35,117,20,118,7,8
20,119,20,119,0,7
31,107,20,119,1,7
23,104,20,119,2,7
22,117,20,119,3,7
30,118,20,119,4,7
21,106,20,119,5,7
34,105,20,119,6,7
35,116,20,119,7,7
20,136,20,136,0,8
31,137,20,136,1,8
23,136,20,136,2,8
22,137,20,136,3,8
30,136,20,136,4,8
21,137,20,136,5,8
34,136,20,136,6,8
35,137,20,136,7,8
20,137,20,137,0,8
31,136,20,137,1,8
23,137,20,137,2,8
22,136,20,137,3,8
30,137,20,137,4,8
21,136,20,137,5,8
34,137,20,137,6,8
35,136,20,137,7,8
24,1,24,1,0,8
25,2,24,1,1,8
25,1,24,1,2,8
24,2,24,1,3,8
24,4,24,4,0,7
25,9,24,4,1,7
25,6,24,4,2,7
24,10,24,4,3,7
24,5,24,4,4,7
25,8,24,4,5,7
25,7,24,4,6,7
24,11,24,4,7,7
24,6,24,6,0,7
25,10,24,6,1,7
25,5,24,6,2,7
24,8,24,6,3,7
24,7,24,6,4,7
25,11,24,6,5,7
25,4,24,6,6,7
24,9,24,6,7,7
24,13,24,13,0,7
25,38,24,13,1,7
25,28,24,13,2,7
24,41,24,13,3,7
24,16,24,13,4,7
25,39,24,13,5,7
25,31,24,13,6,7
24,40,24,13,7,7
24,18,24,18,0,8
25,33,24,18,1,8
24,19,24,19,0,6
25,20,24,19,1,6
25,25,24,19,2,6
24,26,24,19,3,6
24,20,24,20,0,6
25,19,24,20,1,6
24,25,24,20,4,6
25,26,24,20,5,6
24,28,24,28,0,7
25,41,24,28,1,7
25,16,24,28,2,7
24,39,24,28,3,7
24,31,24,28,4,7
25,40,24,28,5,7
25,13,24,28,6,7
24,38,24,28,7,7
24,33,24,33,0,8
25,18,24,33,1,8
24,44,24,44,0,4
25,51,24,44,1,4
25,76,24,44,2,4
24,76,24,44,3,4
24,51,24,44,4,4
25,44,24,44,5,4
25,77,24,44,6,4
24,77,24,44,7,4
24,45,24,45,0,4
25,50,24,45,1,4
25,75,24,45,2,4
24,75,24,45,3,4
24,50,24,45,4,4
25,45,24,45,5,4
25,78,24,45,6,4
24,78,24,45,7,4
24,56,24,56,0,5
25,63,24,56,1,5
24,59,24,56,4,5
25,62,24,56,5,5
24,62,24,62,0,5
25,59,24,62,1,5
25,56,24,62,2,5
24,63,24,62,3,5
24,80,24,80,0,7
25,97,24,80,1,7
25,93,24,80,2,7
24,84,24,80,3,7
24,81,24,80,4,7
25,96,24,80,5,7
25,92,24,80,6,7
24,85,24,80,7,7
24,82,24,82,0,7
25,102,24,82,1,7
25,103,24,82,2,7
24,83,24,82,3,7
24,99,24,82,4,7
25,95,24,82,5,7
25,94,24,82,6,7
24,98,24,82,7,7
24,92,24,92,0,8
25,85,24,92,1,8
25,80,24,92,2,8
24,97,24,92,3,8
24,93,24,92,4,8
25,84,24,92,5,8
25,81,24,92,6,8
24,96,24,92,7,8
24,94,24,94,0,8
25,98,24,94,1,8
25,82,24,94,2,8
24,102,24,94,3,8
24,103,24,94,4,8
25,83,24,94,5,8
25,99,24,94,6,8
24,95,24,94,7,8
24,120,24,120,0,8
25,127,24,120,1,8
25,129,24,120,2,8
24,122,24,120,3,8
24,121,24,121,0,8
25,126,24,121,1,8
25,128,24,121,2,8
24,123,24,121,3,8
24,124,24,124,0,8
25,134,24,124,1,8
24,133,24,124,4,8
25,131,24,124,5,8
24,125,24,125,0,8
25,135,24,125,1,8
24,132,24,125,4,8
25,130,24,125,5,8
24,126,24,126,0,7
25,121,24,126,1,7
24,128,24,126,4,7
25,123,24,126,5,7
24,127,24,127,0,7
25,120,24,127,1,7
24,129,24,127,4,7
25,122,24,127,5,7
24,130,24,130,0,7
25,132,24,130,1,7
25,125,24,130,2,7
24,135,24,130,3,7
24,131,24,131,0,7
25,133,24,131,1,7
25,124,24,131,2,7
24,134,24,131,3,7
24,138,24,138,0,10
25,138,24,138,1,10
24,139,24,139,0,10
25,139,24,139,1,10
26,0,26,0,0,7
33,0,26,0,1,7
37,0,26,0,2,7
36,0,26,0,3,7
32,0,26,0,4,7
27,0,26,0,5,7
28,0,26,0,6,7
29,0,26,0,7,7
26,3,26,3,0,7
33,3,26,3,1,7
37,3,26,3,2,7
36,3,26,3,3,7
32,3,26,3,4,7
27,3,26,3,5,7
28,3,26,3,6,7
29,3,26,3,7,7
26,12,26,12,0,5
33,27,26,12,1,5
37,27,26,12,2,5
36,12,26,12,3,5
32,21,26,12,4,5
27,34,26,12,5,5
28,34,26,12,6,5
29,21,26,12,7,5
26,14,26,14,0,5
33,35,26,14,1,5
37,29,26,14,2,5
36,22,26,14,3,5
32,22,26,14,4,5
27,29,26,14,5,5
28,35,26,14,6,5
29,14,26,14,7,5
26,15,26,15,0,6
33,36,26,15,1,6
37,30,26,15,2,6
36,23,26,15,3,6
32,23,26,15,4,6
27,30,26,15,5,6
28,36,26,15,6,6
29,15,26,15,7,6
26,17,26,17,0,6
33,32,26,17,1,6
37,32,26,17,2,6
36,17,26,17,3,6
32,24,26,17,4,6
27,37,26,17,5,6
28,37,26,17,6,6
29,24,26,17,7,6
26,21,26,21,0,6
33,34,26,21,1,6
37,34,26,21,2,6
36,21,26,21,3,6
32,12,26,21,4,6
27,27,26,21,5,6
28,27,26,21,6,6
29,12,26,21,7,6
26,22,26,22,0,6
33,29,26,22,1,6
37,35,26,22,2,6
36,14,26,22,3,6
32,14,26,22,4,6
27,35,26,22,5,6
28,29,26,22,6,6
29,22,26,22,7,6
26,23,26,23,0,5
33,30,26,23,1,5
37,36,26,23,2,5
36,15,26,23,3,5
32,15,26,23,4,5
27,36,26,23,5,5
28,30,26,23,6,5
29,23,26,23,7,5
26,24,26,24,0,5
33,37,26,24,1,5
37,37,26,24,2,5
36,24,26,24,3,5
32,17,26,24,4,5
27,32,26,24,5,5
28,32,26,24,6,5
29,17,26,24,7,5
26,27,26,27,0,6
33,12,26,27,1,6
37,21,26,27,2,6
36,34,26,27,3,6
32,34,26,27,4,6
27,21,26,27,5,6
28,12,26,27,6,6
29,27,26,27,7,6
26,29,26,29,0,4
33,22,26,29,1,4
37,22,26,29,2,4
36,29,26,29,3,4
32,35,26,29,4,4
27,14,26,29,5,4
28,14,26,29,6,4
29,35,26,29,7,4
26,30,26,30,0,6
33,23,26,30,1,6
37,23,26,30,2,6
36,30,26,30,3,6
32,36,26,30,4,6
27,15,26,30,5,6
28,15,26,30,6,6
29,36,26,30,7,6
26,32,26,32,0,4
33,17,26,32,1,4
37,24,26,32,2,4
36,37,26,32,3,4
32,37,26,32,4,4
27,24,26,32,5,4
28,17,26,32,6,4
29,32,26,32,7,4
26,34,26,34,0,7
33,21,26,34,1,7
37,12,26,34,2,7
36,27,26,34,3,7
32,27,26,34,4,7
27,12,26,34,5,7
28,21,26,34,6,7
29,34,26,34,7,7
26,35,26,35,0,7
33,14,26,35,1,7
37,14,26,35,2,7
36,35,26,35,3,7
32,29,26,35,4,7
27,22,26,35,5,7
28,22,26,35,6,7
29,29,26,35,7,7
26,36,26,36,0,7
33,15,26,36,1,7
37,15,26,36,2,7
36,36,26,36,3,7
32,30,26,36,4,7
27,23,26,36,5,7
28,23,26,36,6,7
29,30,26,36,7,7
26,37,26,37,0,7
33,24,26,37,1,7
37,17,26,37,2,7
36,32,26,37,3,7
32,32,26,37,4,7
27,17,26,37,5,7
28,24,26,37,6,7
29,37,26,37,7,7
26,42,26,42,0,7
33,68,26,42,1,7
37,67,26,42,2,7
36,43,26,42,3,7
32,65,26,42,4,7
27,47,26,42,5,7
28,46,26,42,6,7
29,66,26,42,7,7
26,43,26,43,0,7
33,67,26,43,1,7
37,68,26,43,2,7
36,42,26,43,3,7
32,66,26,43,4,7
27,46,26,43,5,7
28,47,26,43,6,7
29,65,26,43,7,7
26,46,26,46,0,4
33,66,26,46,1,4
37,42,26,46,2,4
36,68,26,46,3,4
32,67,26,46,4,4
27,43,26,46,5,4
28,65,26,46,6,4
29,47,26,46,7,4
26,47,26,47,0,7
33,65,26,47,1,7
37,43,26,47,2,7
36,67,26,47,3,7
32,68,26,47,4,7
27,42,26,47,5,7
28,66,26,47,6,7
29,46,26,47,7,7
26,48,26,48,0,5
33,72,26,48,1,5
37,52,26,48,2,5
36,70,26,48,3,5
32,69,26,48,4,5
27,53,26,48,5,5
28,71,26,48,6,5
29,49,26,48,7,5
26,49,26,49,0,6
33,71,26,49,1,6
37,53,26,49,2,6
36,69,26,49,3,6
32,70,26,49,4,6
27,52,26,49,5,6
28,72,26,49,6,6
29,48,26,49,7,6
26,52,26,52,0,5
33,70,26,52,1,5
37,69,26,52,2,5
36,53,26,52,3,5
32,71,26,52,4,5
27,49,26,52,5,5
28,48,26,52,6,5
29,72,26,52,7,5
26,53,26,53,0,6
33,69,26,53,1,6
37,70,26,53,2,6
36,52,26,53,3,6
32,72,26,53,4,6
27,48,26,53,5,6
28,49,26,53,6,6
29,71,26,53,7,6
26,54,26,54,0,8
33,79,26,54,1,8
37,79,26,54,2,8
36,54,26,54,3,8
32,54,26,54,4,8
27,79,26,54,5,8
28,79,26,54,6,8
29,54,26,54,7,8
26,55,26,55,0,8
