corner_class,edge_class,canonical_a,canonical_b,sym,length
247,129,240,122,1,9
251,127,240,122,2,9
250,120,240,122,3,9
246,120,240,122,4,9
241,127,240,122,5,9
242,129,240,122,6,9
243,122,240,122,7,9
240,123,240,123,0,9
247,128,240,123,1,9
251,126,240,123,2,9
250,121,240,123,3,9
246,121,240,123,4,9
241,126,240,123,5,9
242,128,240,123,6,9
243,123,240,123,7,9
240,124,240,124,0,9
247,134,240,124,1,9
251,134,240,124,2,9
250,124,240,124,3,9
246,133,240,124,4,9
241,131,240,124,5,9
242,131,240,124,6,9
243,133,240,124,7,9
240,125,240,125,0,8
247,135,240,125,1,8
251,135,240,125,2,8
250,125,240,125,3,8
246,132,240,125,4,8
241,130,240,125,5,8
242,130,240,125,6,8
243,132,240,125,7,8
240,126,240,126,0,9
247,121,240,126,1,9
251,121,240,126,2,9
250,126,240,126,3,9
246,128,240,126,4,9
241,123,240,126,5,9
242,123,240,126,6,9
243,128,240,126,7,9
240,127,240,127,0,8
247,120,240,127,1,8
251,120,240,127,2,8
250,127,240,127,3,8
246,129,240,127,4,8
241,122,240,127,5,8
242,122,240,127,6,8
243,129,240,127,7,8
240,128,240,128,0,9
247,123,240,128,1,9
251,123,240,128,2,9
250,128,240,128,3,9
246,126,240,128,4,9
241,121,240,128,5,9
242,121,240,128,6,9
243,126,240,128,7,9
240,129,240,129,0,9
247,122,240,129,1,9
251,122,240,129,2,9
250,129,240,129,3,9
246,127,240,129,4,9
241,120,240,129,5,9
242,120,240,129,6,9
243,127,240,129,7,9
240,130,240,130,0,9
247,132,240,130,1,9
251,125,240,130,2,9
250,135,240,130,3,9
246,135,240,130,4,9
241,125,240,130,5,9
242,132,240,130,6,9
243,130,240,130,7,9
240,131,240,131,0,9
247,133,240,131,1,9
251,124,240,131,2,9
250,134,240,131,3,9
246,134,240,131,4,9
241,124,240,131,5,9
242,133,240,131,6,9
243,131,240,131,7,9
240,132,240,132,0,9
247,130,240,132,1,9
251,130,240,132,2,9
250,132,240,132,3,9
246,125,240,132,4,9
241,135,240,132,5,9
242,135,240,132,6,9
243,125,240,132,7,9
240,133,240,133,0,9
247,131,240,133,1,9
251,131,240,133,2,9
250,133,240,133,3,9
246,124,240,133,4,9
241,134,240,133,5,9
242,134,240,133,6,9
243,124,240,133,7,9
240,134,240,134,0,9
247,124,240,134,1,9
251,133,240,134,2,9
250,131,240,134,3,9
246,131,240,134,4,9
241,133,240,134,5,9
242,124,240,134,6,9
243,134,240,134,7,9
240,135,240,135,0,8
247,125,240,135,1,8
251,132,240,135,2,8
250,130,240,135,3,8
246,130,240,135,4,8
241,132,240,135,5,8
242,125,240,135,6,8
243,135,240,135,7,8
240,138,240,138,0,9
247,138,240,138,1,9
251,138,240,138,2,9
250,138,240,138,3,9
246,138,240,138,4,9
241,138,240,138,5,9
242,138,240,138,6,9
243,138,240,138,7,9
240,139,240,139,0,9
247,139,240,139,1,9
251,139,240,139,2,9
250,139,240,139,3,9
246,139,240,139,4,9
241,139,240,139,5,9
242,139,240,139,6,9
243,139,240,139,7,9
252,0,252,0,0,9
252,3,252,3,0,11
252,12,252,12,0,10
252,27,252,12,1,10
252,21,252,12,4,10
252,34,252,12,5,10
252,14,252,14,0,10
252,35,252,14,1,10
252,29,252,14,2,10
252,22,252,14,3,10
252,15,252,15,0,10
252,36,252,15,1,10
252,30,252,15,2,10
252,23,252,15,3,10
252,17,252,17,0,10
252,32,252,17,1,10
252,24,252,17,4,10
252,37,252,17,5,10
252,42,252,42,0,9
252,68,252,42,1,9
252,67,252,42,2,9
252,43,252,42,3,9
252,65,252,42,4,9
252,47,252,42,5,9
252,46,252,42,6,9
252,66,252,42,7,9
252,48,252,48,0,10
252,72,252,48,1,10
252,52,252,48,2,10
252,70,252,48,3,10
252,69,252,48,4,10
252,53,252,48,5,10
252,71,252,48,6,10
252,49,252,48,7,10
252,54,252,54,0,9
252,79,252,54,1,9
252,55,252,55,0,9
252,58,252,55,2,9
252,61,252,55,3,9
252,74,252,55,4,9
252,57,252,57,0,10
252,64,252,57,1,10
252,73,252,57,2,10
252,60,252,57,6,10
252,86,252,86,0,10
252,90,252,86,1,10
252,88,252,86,2,10
252,91,252,86,3,10
252,87,252,87,0,10
252,100,252,87,1,10
252,101,252,87,4,10
252,89,252,87,5,10
252,104,252,104,0,9
252,117,252,104,1,9
252,118,252,104,2,9
252,106,252,104,3,9
252,105,252,104,4,9
252,116,252,104,5,9
252,119,252,104,6,9
252,107,252,104,7,9
252,108,252,108,0,9
252,109,252,108,1,9
252,112,252,108,2,9
252,111,252,108,3,9
252,114,252,108,4,9
252,115,252,108,5,9
252,110,252,108,6,9
252,113,252,108,7,9
252,136,252,136,0,10
252,137,252,136,1,10
253,1,253,1,0,9
257,2,253,1,1,9
253,2,253,2,0,11
257,1,253,2,1,11
253,4,253,4,0,10
257,9,253,4,1,10
253,6,253,4,2,10
257,10,253,4,3,10
253,5,253,4,4,10
257,8,253,4,5,10
253,7,253,4,6,10
257,11,253,4,7,10
253,8,253,8,0,10
257,5,253,8,1,10
253,10,253,8,2,10
257,6,253,8,3,10
253,9,253,8,4,10
257,4,253,8,5,10
253,11,253,8,6,10
257,7,253,8,7,10
253,13,253,13,0,10
257,38,253,13,1,10
253,28,253,13,2,10
257,41,253,13,3,10
253,16,253,13,4,10
257,39,253,13,5,10
253,31,253,13,6,10
257,40,253,13,7,10
253,18,253,18,0,9
257,33,253,18,1,9
253,33,253,18,2,9
257,18,253,18,3,9
253,19,253,19,0,11
257,20,253,19,1,11
253,25,253,19,2,11
257,26,253,19,3,11
253,26,253,19,4,11
257,25,253,19,5,11
253,20,253,19,6,11
257,19,253,19,7,11
253,38,253,38,0,10
257,13,253,38,1,10
253,40,253,38,2,10
257,31,253,38,3,10
253,39,253,38,4,10
257,16,253,38,5,10
253,41,253,38,6,10
257,28,253,38,7,10
253,44,253,44,0,10
257,51,253,44,1,10
253,76,253,44,2,10
257,76,253,44,3,10
253,51,253,44,4,10
257,44,253,44,5,10
253,77,253,44,6,10
257,77,253,44,7,10
253,45,253,45,0,10
257,50,253,45,1,10
253,75,253,45,2,10
257,75,253,45,3,10
253,50,253,45,4,10
257,45,253,45,5,10
253,78,253,45,6,10
257,78,253,45,7,10
253,56,253,56,0,9
257,63,253,56,1,9
253,63,253,56,2,9
257,56,253,56,3,9
253,59,253,56,4,9
257,62,253,56,5,9
253,62,253,56,6,9
257,59,253,56,7,9
253,80,253,80,0,9
257,97,253,80,1,9
253,93,253,80,2,9
257,84,253,80,3,9
253,81,253,80,4,9
257,96,253,80,5,9
253,92,253,80,6,9
257,85,253,80,7,9
253,82,253,82,0,10
257,102,253,82,1,10
253,103,253,82,2,10
257,83,253,82,3,10
253,99,253,82,4,10
257,95,253,82,5,10
253,94,253,82,6,10
257,98,253,82,7,10
253,83,253,83,0,9
257,103,253,83,1,9
253,102,253,83,2,9
257,82,253,83,3,9
253,98,253,83,4,9
257,94,253,83,5,9
253,95,253,83,6,9
257,99,253,83,7,9
253,84,253,84,0,10
257,93,253,84,1,10
253,97,253,84,2,10
257,80,253,84,3,10
253,85,253,84,4,10
257,92,253,84,5,10
253,96,253,84,6,10
257,81,253,84,7,10
253,120,253,120,0,9
257,127,253,120,1,9
253,129,253,120,2,9
257,122,253,120,3,9
253,122,253,120,4,9
257,129,253,120,5,9
253,127,253,120,6,9
257,120,253,120,7,9
253,121,253,121,0,9
257,126,253,121,1,9
253,128,253,121,2,9
257,123,253,121,3,9
253,123,253,121,4,9
257,128,253,121,5,9
253,126,253,121,6,9
257,121,253,121,7,9
253,124,253,124,0,9
257,134,253,124,1,9
253,134,253,124,2,9
257,124,253,124,3,9
253,133,253,124,4,9
257,131,253,124,5,9
253,131,253,124,6,9
257,133,253,124,7,9
253,125,253,125,0,9
257,135,253,125,1,9
253,135,253,125,2,9
257,125,253,125,3,9
253,132,253,125,4,9
257,130,253,125,5,9
253,130,253,125,6,9
257,132,253,125,7,9
253,138,253,138,0,10
257,138,253,138,1,10
253,139,253,139,0,10
257,139,253,139,1,10
254,0,254,0,0,9
254,3,254,3,0,11
254,12,254,12,0,10
254,27,254,12,1,10
254,21,254,12,4,10
254,34,254,12,5,10
254,14,254,14,0,10
254,35,254,14,1,10
254,29,254,14,2,10
254,22,254,14,3,10
254,15,254,15,0,10
254,36,254,15,1,10
254,30,254,15,2,10
254,23,254,15,3,10
254,17,254,17,0,10
254,32,254,17,1,10
254,24,254,17,4,10
254,37,254,17,5,10
254,42,254,42,0,9
254,68,254,42,1,9
254,67,254,42,2,9
254,43,254,42,3,9
254,65,254,42,4,9
254,47,254,42,5,9
254,46,254,42,6,9
254,66,254,42,7,9
254,48,254,48,0,10
254,72,254,48,1,10
254,52,254,48,2,10
254,70,254,48,3,10
254,69,254,48,4,10
254,53,254,48,5,10
254,71,254,48,6,10
254,49,254,48,7,10
254,54,254,54,0,9
254,79,254,54,1,9
254,55,254,55,0,10
254,58,254,55,2,10
254,61,254,55,3,10
254,74,254,55,4,10
254,57,254,57,0,9
254,64,254,57,1,9
254,73,254,57,2,9
254,60,254,57,6,9
254,86,254,86,0,10
254,90,254,86,1,10
254,88,254,86,2,10
254,91,254,86,3,10
254,87,254,87,0,10
254,100,254,87,1,10
254,101,254,87,4,10
254,89,254,87,5,10
254,104,254,104,0,9
254,117,254,104,1,9
254,118,254,104,2,9
254,106,254,104,3,9
254,105,254,104,4,9
254,116,254,104,5,9
254,119,254,104,6,9
254,107,254,104,7,9
254,108,254,108,0,9
254,109,254,108,1,9
254,112,254,108,2,9
254,111,254,108,3,9
254,114,254,108,4,9
254,115,254,108,5,9
254,110,254,108,6,9
254,113,254,108,7,9
254,136,254,136,0,10
254,137,254,136,1,10
255,0,255,0,0,11
255,3,255,3,0,9
255,12,255,12,0,10
255,27,255,12,1,10
255,21,255,12,4,10
255,34,255,12,5,10
255,14,255,14,0,10
255,35,255,14,1,10
255,29,255,14,2,10
255,22,255,14,3,10
255,15,255,15,0,10
255,36,255,15,1,10
255,30,255,15,2,10
255,23,255,15,3,10
255,17,255,17,0,10
255,32,255,17,1,10
255,24,255,17,4,10
255,37,255,17,5,10
255,42,255,42,0,10
255,68,255,42,1,10
255,67,255,42,2,10
255,43,255,42,3,10
255,65,255,42,4,10
255,47,255,42,5,10
255,46,255,42,6,10
255,66,255,42,7,10
255,48,255,48,0,9
255,72,255,48,1,9
255,52,255,48,2,9
255,70,255,48,3,9
255,69,255,48,4,9
255,53,255,48,5,9
255,71,255,48,6,9
255,49,255,48,7,9
255,54,255,54,0,9
255,79,255,54,1,9
255,55,255,55,0,9
255,58,255,55,2,9
255,61,255,55,3,9
255,74,255,55,4,9
255,57,255,57,0,10
255,64,255,57,1,10
255,73,255,57,2,10
255,60,255,57,6,10
255,86,255,86,0,10
255,90,255,86,1,10
255,88,255,86,2,10
255,91,255,86,3,10
255,87,255,87,0,10
255,100,255,87,1,10
255,101,255,87,4,10
255,89,255,87,5,10
255,104,255,104,0,9
255,117,255,104,1,9
255,118,255,104,2,9
255,106,255,104,3,9
255,105,255,104,4,9
255,116,255,104,5,9
255,119,255,104,6,9
255,107,255,104,7,9
255,108,255,108,0,9
255,109,255,108,1,9
255,112,255,108,2,9
255,111,255,108,3,9
255,114,255,108,4,9
255,115,255,108,5,9
255,110,255,108,6,9
255,113,255,108,7,9
255,136,255,136,0,10
255,137,255,136,1,10
256,0,256,0,0,11
256,3,256,3,0,9
256,12,256,12,0,10
256,27,256,12,1,10
256,21,256,12,4,10
256,34,256,12,5,10
256,14,256,14,0,10
256,35,256,14,1,10
256,29,256,14,2,10
256,22,256,14,3,10
256,15,256,15,0,10
256,36,256,15,1,10
256,30,256,15,2,10
256,23,256,15,3,10
256,17,256,17,0,10
256,32,256,17,1,10
256,24,256,17,4,10
256,37,256,17,5,10
256,42,256,42,0,10
256,68,256,42,1,10
256,67,256,42,2,10
256,43,256,42,3,10
256,65,256,42,4,10
256,47,256,42,5,10
256,46,256,42,6,10
256,66,256,42,7,10
256,48,256,48,0,9
256,72,256,48,1,9
256,52,256,48,2,9
256,70,256,48,3,9
256,69,256,48,4,9
256,53,256,48,5,9
256,71,256,48,6,9
256,49,256,48,7,9
256,54,256,54,0,9
256,79,256,54,1,9
256,55,256,55,0,10
256,58,256,55,2,10
256,61,256,55,3,10
256,74,256,55,4,10
256,57,256,57,0,9
256,64,256,57,1,9
256,73,256,57,2,9
256,60,256,57,6,9
256,86,256,86,0,10
256,90,256,86,1,10
256,88,256,86,2,10
256,91,256,86,3,10
256,87,256,87,0,10
256,100,256,87,1,10
256,101,256,87,4,10
256,89,256,87,5,10
256,104,256,104,0,9
256,117,256,104,1,9
256,118,256,104,2,9
256,106,256,104,3,9
256,105,256,104,4,9
256,116,256,104,5,9
256,119,256,104,6,9
256,107,256,104,7,9
256,108,256,108,0,9
256,109,256,108,1,9
256,112,256,108,2,9
256,111,256,108,3,9
256,114,256,108,4,9
256,115,256,108,5,9
256,110,256,108,6,9
256,113,256,108,7,9
256,136,256,136,0,10
256,137,256,136,1,10
258,0,258,0,0,10
268,0,258,0,1,10
261,0,258,0,2,10
272,0,258,0,3,10
258,3,258,3,0,10
268,3,258,3,1,10
261,3,258,3,2,10
272,3,258,3,3,10
258,12,258,12,0,10
268,27,258,12,1,10
261,27,258,12,2,10
272,12,258,12,3,10
272,21,258,12,4,10
261,34,258,12,5,10
268,34,258,12,6,10
258,21,258,12,7,10
258,14,258,14,0,9
268,35,258,14,1,9
261,29,258,14,2,9
272,22,258,14,3,9
258,15,258,15,0,11
268,36,258,15,1,11
261,30,258,15,2,11
272,23,258,15,3,11
258,17,258,17,0,11
268,32,258,17,1,11
261,32,258,17,2,11
272,17,258,17,3,11
272,24,258,17,4,11
261,37,258,17,5,11
268,37,258,17,6,11
258,24,258,17,7,11
258,22,258,22,0,11
268,29,258,22,1,11
261,35,258,22,2,11
272,14,258,22,3,11
258,23,258,23,0,11
268,30,258,23,1,11
261,36,258,23,2,11
272,15,258,23,3,11
258,27,258,27,0,11
268,12,258,27,1,11
261,21,258,27,2,11
272,34,258,27,3,11
258,29,258,29,0,11
268,22,258,29,1,11
261,22,258,29,2,11
272,29,258,29,3,11
272,35,258,29,4,11
261,14,258,29,5,11
268,14,258,29,6,11
258,35,258,29,7,11
258,30,258,30,0,10
268,23,258,30,1,10
261,23,258,30,2,10
272,30,258,30,3,10
272,36,258,30,4,10
261,15,258,30,5,10
268,15,258,30,6,10
258,36,258,30,7,10
258,32,258,32,0,9
268,17,258,32,1,9
261,24,258,32,2,9
272,37,258,32,3,9
258,34,258,34,0,11
268,21,258,34,1,11
261,12,258,34,2,11
272,27,258,34,3,11
258,37,258,37,0,11
268,24,258,37,1,11
261,17,258,37,2,11
272,32,258,37,3,11
258,42,258,42,0,10
268,68,258,42,1,10
261,67,258,42,2,10
272,43,258,42,3,10
272,65,258,42,4,10
261,47,258,42,5,10
268,46,258,42,6,10
258,66,258,42,7,10
258,43,258,43,0,9
268,67,258,43,1,9
261,68,258,43,2,9
272,42,258,43,3,9
272,66,258,43,4,9
261,46,258,43,5,9
268,47,258,43,6,9
258,65,258,43,7,9
258,46,258,46,0,9
268,66,258,46,1,9
261,42,258,46,2,9
272,68,258,46,3,9
272,67,258,46,4,9
261,43,258,46,5,9
268,65,258,46,6,9
258,47,258,46,7,9
258,48,258,48,0,10
268,72,258,48,1,10
261,52,258,48,2,10
272,70,258,48,3,10
272,69,258,48,4,10
261,53,258,48,5,10
268,71,258,48,6,10
258,49,258,48,7,10
258,52,258,52,0,10
268,70,258,52,1,10
261,69,258,52,2,10
272,53,258,52,3,10
272,71,258,52,4,10
261,49,258,52,5,10
268,48,258,52,6,10
258,72,258,52,7,10
258,53,258,53,0,9
268,69,258,53,1,9
261,70,258,53,2,9
272,52,258,53,3,9
272,72,258,53,4,9
261,48,258,53,5,9
268,49,258,53,6,9
258,71,258,53,7,9
258,54,258,54,0,10
268,79,258,54,1,10
261,79,258,54,2,10
272,54,258,54,3,10
258,55,258,55,0,10
268,55,258,55,1,10
261,58,258,55,2,10
272,61,258,55,3,10
272,74,258,55,4,10
261,74,258,55,5,10
268,61,258,55,6,10
258,58,258,55,7,10
258,57,258,57,0,10
268,64,258,57,1,10
261,73,258,57,2,10
272,73,258,57,3,10
272,64,258,57,4,10
261,57,258,57,5,10
268,60,258,57,6,10
258,60,258,57,7,10
258,61,258,61,0,10
268,58,258,61,1,10
261,55,258,61,2,10
272,55,258,61,3,10
272,58,258,61,4,10
261,61,258,61,5,10
268,74,258,61,6,10
258,74,258,61,7,10
258,64,258,64,0,11
268,57,258,64,1,11
261,60,258,64,2,11
272,60,258,64,3,11
272,57,258,64,4,11
261,64,258,64,5,11
268,73,258,64,6,11
258,73,258,64,7,11
258,67,258,67,0,10
268,43,258,67,1,10
261,65,258,67,2,10
272,47,258,67,3,10
272,46,258,67,4,10
261,66,258,67,5,10
268,42,258,67,6,10
258,68,258,67,7,10
258,69,258,69,0,9
268,53,258,69,1,9
261,71,258,69,2,9
272,49,258,69,3,9
272,48,258,69,4,9
261,72,258,69,5,9
268,52,258,69,6,9
258,70,258,69,7,9
258,79,258,79,0,10
268,54,258,79,1,10
261,54,258,79,2,10
272,79,258,79,3,10
258,86,258,86,0,10
268,90,258,86,1,10
261,88,258,86,2,10
272,91,258,86,3,10
258,87,258,87,0,9
268,100,258,87,1,9
261,100,258,87,2,9
272,87,258,87,3,9
272,101,258,87,4,9
261,89,258,87,5,9
268,89,258,87,6,9
258,101,258,87,7,9
258,88,258,88,0,9
268,91,258,88,1,9
261,91,258,88,2,9
272,88,258,88,3,9
272,90,258,88,4,9
261,86,258,88,5,9
268,86,258,88,6,9
258,90,258,88,7,9
258,89,258,89,0,10
268,101,258,89,1,10
261,87,258,89,2,10
272,100,258,89,3,10
258,91,258,91,0,10
268,88,258,91,1,10
261,90,258,91,2,10
272,86,258,91,3,10
258,100,258,100,0,10
268,87,258,100,1,10
261,101,258,100,2,10
272,89,258,100,3,10
258,104,258,104,0,10
268,117,258,104,1,10
261,118,258,104,2,10
272,106,258,104,3,10
272,105,258,104,4,10
261,116,258,104,5,10
268,119,258,104,6,10
258,107,258,104,7,10
258,105,258,105,0,9
268,116,258,105,1,9
261,119,258,105,2,9
272,107,258,105,3,9
272,104,258,105,4,9
261,117,258,105,5,9
268,118,258,105,6,9
258,106,258,105,7,9
258,108,258,108,0,10
268,109,258,108,1,10
261,112,258,108,2,10
272,111,258,108,3,10
272,114,258,108,4,10
261,115,258,108,5,10
268,110,258,108,6,10
258,113,258,108,7,10
258,109,258,109,0,10
268,108,258,109,1,10
261,113,258,109,2,10
272,110,258,109,3,10
272,115,258,109,4,10
261,114,258,109,5,10
268,111,258,109,6,10
258,112,258,109,7,10
258,110,258,110,0,9
268,113,258,110,1,9
261,108,258,110,2,9
272,109,258,110,3,9
272,112,258,110,4,9
261,111,258,110,5,9
268,114,258,110,6,9
258,115,258,110,7,9
258,111,258,111,0,9
268,112,258,111,1,9
261,109,258,111,2,9
272,108,258,111,3,9
272,113,258,111,4,9
261,110,258,111,5,9
268,115,258,111,6,9
258,114,258,111,7,9
258,116,258,116,0,9
268,105,258,116,1,9
261,106,258,116,2,9
272,118,258,116,3,9
272,117,258,116,4,9
261,104,258,116,5,9
268,107,258,116,6,9
258,119,258,116,7,9
258,117,258,117,0,10
268,104,258,117,1,10
261,107,258,117,2,10
272,119,258,117,3,10
272,116,258,117,4,10
261,105,258,117,5,10
268,106,258,117,6,10
258,118,258,117,7,10
258,136,258,136,0,10
268,137,258,136,1,10
261,136,258,136,2,10
272,137,258,136,3,10
272,136,258,136,4,10
261,137,258,136,5,10
268,136,258,136,6,10
258,137,258,136,7,10
259,1,259,1,0,10
259,2,259,1,1,10
270,1,259,1,2,10
269,2,259,1,3,10
262,1,259,1,4,10
262,2,259,1,5,10
269,1,259,1,6,10
270,2,259,1,7,10
259,4,259,4,0,9
259,9,259,4,1,9
270,6,259,4,2,9
269,10,259,4,3,9
262,5,259,4,4,9
262,8,259,4,5,9
269,7,259,4,6,9
270,11,259,4,7,9
259,5,259,5,0,10
259,8,259,5,1,10
270,7,259,5,2,10
269,11,259,5,3,10
262,4,259,5,4,10
262,9,259,5,5,10
269,6,259,5,6,10
270,10,259,5,7,10
259,6,259,6,0,11
259,10,259,6,1,11
270,5,259,6,2,11
269,8,259,6,3,11
262,7,259,6,4,11
262,11,259,6,5,11
269,4,259,6,6,11
270,9,259,6,7,11
259,7,259,7,0,11
259,11,259,7,1,11
270,4,259,7,2,11
269,9,259,7,3,11
262,6,259,7,4,11
262,10,259,7,5,11
269,5,259,7,6,11
270,8,259,7,7,11
259,13,259,13,0,10
259,38,259,13,1,10
270,28,259,13,2,10
269,41,259,13,3,10
262,16,259,13,4,10
262,39,259,13,5,10
269,31,259,13,6,10
270,40,259,13,7,10
259,16,259,16,0,10
259,39,259,16,1,10
270,31,259,16,2,10
269,40,259,16,3,10
262,13,259,16,4,10
262,38,259,16,5,10
269,28,259,16,6,10
270,41,259,16,7,10
259,18,259,18,0,10
259,33,259,18,1,10
270,33,259,18,2,10
269,18,259,18,3,10
262,18,259,18,4,10
262,33,259,18,5,10
269,33,259,18,6,10
270,18,259,18,7,10
259,19,259,19,0,10
259,20,259,19,1,10
270,25,259,19,2,10
269,26,259,19,3,10
262,26,259,19,4,10
262,25,259,19,5,10
269,20,259,19,6,10
270,19,259,19,7,10
259,25,259,25,0,11
259,26,259,25,1,11
270,26,259,25,2,11
269,25,259,25,3,11
262,20,259,25,4,11
262,19,259,25,5,11
269,19,259,25,6,11
270,20,259,25,7,11
259,28,259,28,0,11
259,41,259,28,1,11
270,16,259,28,2,11
269,39,259,28,3,11
262,31,259,28,4,11
262,40,259,28,5,11
269,13,259,28,6,11
270,38,259,28,7,11
259,31,259,31,0,11
259,40,259,31,1,11
270,13,259,31,2,11
269,38,259,31,3,11
262,28,259,31,4,11
262,41,259,31,5,11
269,16,259,31,6,11
270,39,259,31,7,11
259,44,259,44,0,9
259,51,259,44,1,9
270,76,259,44,2,9
269,76,259,44,3,9
262,51,259,44,4,9
262,44,259,44,5,9
269,77,259,44,6,9
270,77,259,44,7,9
259,45,259,45,0,9
259,50,259,45,1,9
270,75,259,45,2,9
269,75,259,45,3,9
262,50,259,45,4,9
262,45,259,45,5,9
269,78,259,45,6,9
270,78,259,45,7,9
259,56,259,56,0,10
259,63,259,56,1,10
270,63,259,56,2,10
269,56,259,56,3,10
262,59,259,56,4,10
262,62,259,56,5,10
269,62,259,56,6,10
270,59,259,56,7,10
259,59,259,59,0,10
259,62,259,59,1,10
270,62,259,59,2,10
269,59,259,59,3,10
262,56,259,59,4,10
262,63,259,59,5,10
269,63,259,59,6,10
270,56,259,59,7,10
259,75,259,75,0,10
270,50,259,75,2,10
269,45,259,75,3,10
262,78,259,75,4,10
259,76,259,76,0,10
270,51,259,76,2,10
269,44,259,76,3,10
262,77,259,76,4,10
259,77,259,77,0,10
270,44,259,77,2,10
269,51,259,77,3,10
262,76,259,77,4,10
259,78,259,78,0,10
270,45,259,78,2,10
269,50,259,78,3,10
262,75,259,78,4,10
259,80,259,80,0,10
259,97,259,80,1,10
270,93,259,80,2,10
269,84,259,80,3,10
262,81,259,80,4,10
262,96,259,80,5,10
269,92,259,80,6,10
270,85,259,80,7,10
259,81,259,81,0,9
259,96,259,81,1,9
270,92,259,81,2,9
269,85,259,81,3,9
262,80,259,81,4,9
262,97,259,81,5,9
269,93,259,81,6,9
270,84,259,81,7,9
259,82,259,82,0,10
259,102,259,82,1,10
270,103,259,82,2,10
269,83,259,82,3,10
262,99,259,82,4,10
262,95,259,82,5,10
269,94,259,82,6,10
270,98,259,82,7,10
259,83,259,83,0,9
259,103,259,83,1,9
270,102,259,83,2,9
269,82,259,83,3,9
262,98,259,83,4,9
262,94,259,83,5,9
269,95,259,83,6,9
270,99,259,83,7,9
259,84,259,84,0,10
259,93,259,84,1,10
270,97,259,84,2,10
269,80,259,84,3,10
262,85,259,84,4,10
262,92,259,84,5,10
269,96,259,84,6,10
270,81,259,84,7,10
259,85,259,85,0,9
259,92,259,85,1,9
270,96,259,85,2,9
269,81,259,85,3,9
262,84,259,85,4,9
262,93,259,85,5,9
269,97,259,85,6,9
270,80,259,85,7,9
259,94,259,94,0,10
259,98,259,94,1,10
270,82,259,94,2,10
269,102,259,94,3,10
262,103,259,94,4,10
262,83,259,94,5,10
269,99,259,94,6,10
270,95,259,94,7,10
259,95,259,95,0,9
259,99,259,95,1,9
270,83,259,95,2,9
269,103,259,95,3,9
262,102,259,95,4,9
262,82,259,95,5,9
269,98,259,95,6,9
270,94,259,95,7,9
259,120,259,120,0,9
259,127,259,120,1,9
270,129,259,120,2,9
269,122,259,120,3,9
262,122,259,120,4,9
262,129,259,120,5,9
269,127,259,120,6,9
270,120,259,120,7,9
259,121,259,121,0,10
259,126,259,121,1,10
270,128,259,121,2,10
269,123,259,121,3,10
262,123,259,121,4,10
262,128,259,121,5,10
269,126,259,121,6,10
270,121,259,121,7,10
259,122,259,122,0,10
259,129,259,122,1,10
270,127,259,122,2,10
269,120,259,122,3,10
262,120,259,122,4,10
262,127,259,122,5,10
269,129,259,122,6,10
270,122,259,122,7,10
259,123,259,123,0,9
259,128,259,123,1,9
270,126,259,123,2,9
269,121,259,123,3,9
262,121,259,123,4,9
262,126,259,123,5,9
269,128,259,123,6,9
270,123,259,123,7,9
259,124,259,124,0,9
259,134,259,124,1,9
270,134,259,124,2,9
269,124,259,124,3,9
262,133,259,124,4,9
262,131,259,124,5,9
269,131,259,124,6,9
270,133,259,124,7,9
259,125,259,125,0,10
259,135,259,125,1,10
270,135,259,125,2,10
269,125,259,125,3,10
262,132,259,125,4,10
262,130,259,125,5,10
269,130,259,125,6,10
270,132,259,125,7,10
259,130,259,130,0,9
259,132,259,130,1,9
270,125,259,130,2,9
269,135,259,130,3,9
262,135,259,130,4,9
262,125,259,130,5,9
269,132,259,130,6,9
270,130,259,130,7,9
259,131,259,131,0,10
259,133,259,131,1,10
270,124,259,131,2,10
269,134,259,131,3,10
262,134,259,131,4,10
262,124,259,131,5,10
269,133,259,131,6,10
270,131,259,131,7,10
259,138,259,138,0,10
270,138,259,138,2,10
269,138,259,138,3,10
262,138,259,138,4,10
259,139,259,139,0,10
270,139,259,139,2,10
269,139,259,139,3,10
262,139,259,139,4,10
260,0,260,0,0,10
273,0,260,0,1,10
271,0,260,0,4,10
263,0,260,0,5,10
260,3,260,3,0,10
273,3,260,3,1,10
271,3,260,3,4,10
263,3,260,3,5,10
260,12,260,12,0,9
273,27,260,12,1,9
271,21,260,12,4,9
263,34,260,12,5,9
260,14,260,14,0,10
273,35,260,14,1,10
273,29,260,14,2,10
260,22,260,14,3,10
271,22,260,14,4,10
263,29,260,14,5,10
263,35,260,14,6,10
271,14,260,14,7,10
260,15,260,15,0,11
273,36,260,15,1,11
273,30,260,15,2,11
260,23,260,15,3,11
271,23,260,15,4,11
263,30,260,15,5,11
263,36,260,15,6,11
271,15,260,15,7,11
260,17,260,17,0,11
273,32,260,17,1,11
271,24,260,17,4,11
263,37,260,17,5,11
260,21,260,21,0,11
273,34,260,21,1,11
271,12,260,21,4,11
263,27,260,21,5,11
260,24,260,24,0,11
273,37,260,24,1,11
271,17,260,24,4,11
263,32,260,24,5,11
260,27,260,27,0,11
273,12,260,27,1,11
273,21,260,27,2,11
260,34,260,27,3,11
271,34,260,27,4,11
263,21,260,27,5,11
263,12,260,27,6,11
271,27,260,27,7,11
260,29,260,29,0,11
273,22,260,29,1,11
271,35,260,29,4,11
263,14,260,29,5,11
260,30,260,30,0,11
273,23,260,30,1,11
271,36,260,30,4,11
263,15,260,30,5,11
260,32,260,32,0,10
