ep_0..11,canonical_id,sym_index,length,formula
0 3 2 1 5 6 7 4 11 8 10 9,C397,4,12,B2 L2 U D' F2 R2 D L2 R2 D' B2 F2
0 3 2 1 5 6 7 4 11 9 8 10,C400,4,12,B2 U D' L2 D' B2 F2 D B2 L2 R2 B2
0 3 2 1 5 6 7 4 11 10 9 8,C401,0,12,F2 U2 D2 R2 L2 B2 D F2 B2 U' F2 B2
0 3 2 1 5 7 4 6 8 9 10 11,C402,0,12,R2 U2 F2 U L2 F2 R2 D B2 L2 D2 L2
0 3 2 1 5 7 4 6 8 10 11 9,C656,0,13,U2 R2 D2 R2 F2 D' L2 B2 R2 U L2 U2 B2
0 3 2 1 5 7 4 6 8 11 9 10,C657,0,13,U2 F2 D2 L2 U' R2 B2 L2 D F2 R2 U2 L2
0 3 2 1 5 7 4 6 9 8 11 10,C658,0,13,R2 U D2 R2 D' F2 B2 U B2 R2 U' R2 B2
0 3 2 1 5 7 4 6 9 10 8 11,C659,0,13,U2 F2 U2 R2 D' B2 L2 F2 U F2 R2 U2 L2
0 3 2 1 5 7 4 6 9 11 10 8,C660,0,13,U2 R2 U2 L2 B2 D' R2 F2 L2 U R2 D2 B2
0 3 2 1 5 7 4 6 10 8 9 11,C661,0,13,U2 R2 D2 R2 F2 U' F2 L2 B2 D R2 D2 B2
0 3 2 1 5 7 4 6 10 9 11 8,C662,0,13,U2 F2 D2 L2 D' F2 R2 B2 U B2 L2 D2 L2
0 3 2 1 5 7 4 6 10 11 8 9,C663,0,13,R2 U2 F2 U L2 F2 R2 U2 D' F2 R2 U2 L2
0 3 2 1 5 7 4 6 11 8 10 9,C664,0,13,U2 F2 U2 R2 U' L2 F2 R2 D B2 L2 D2 L2
0 3 2 1 5 7 4 6 11 9 8 10,C665,0,13,U2 R2 U2 L2 B2 U' B2 R2 F2 D L2 U2 B2
0 3 2 1 5 7 4 6 11 10 9 8,C666,0,13,R2 D' B2 U D2 F2 B2 D L2 B2 D' R2 B2
0 3 2 1 5 7 6 4 8 9 11 10,C615,1,13,D F2 U2 L2 D B2 R2 F2 U R2 U2 F2 D
0 3 2 1 5 7 6 4 8 10 9 11,C625,1,13,D L2 D2 B2 D' B2 R2 F2 U' F2 U2 R2 D
0 3 2 1 5 7 6 4 8 11 10 9,C622,1,13,D L2 D2 B2 D' B2 R2 F2 U R2 D2 B2 D'
0 3 2 1 5 7 6 4 9 8 10 11,C618,1,13,D F2 D2 R2 D F2 L2 B2 U L2 D2 F2 D
0 3 2 1 5 7 6 4 9 10 11 8,C624,1,13,D F2 D2 R2 D F2 L2 B2 D F2 D2 R2 U
0 3 2 1 5 7 6 4 9 11 8 10,C621,1,13,D L2 U2 F2 D' F2 L2 B2 D F2 D2 R2 U'
0 3 2 1 5 7 6 4 10 8 11 9,C620,1,13,D L2 D2 B2 D' B2 R2 F2 D B2 U2 R2 U'
0 3 2 1 5 7 6 4 10 9 8 11,C617,1,13,D L2 D2 B2 D' B2 R2 F2 D' L2 D2 B2 U
0 3 2 1 5 7 6 4 10 11 9 8,C623,1,13,D F2 D2 R2 D F2 L2 B2 D' R2 U2 B2 U'
0 3 2 1 5 7 6 4 11 8 9 10,C619,1,13,D F2 D2 R2 U L2 B2 R2 U B2 U2 R2 U
0 3 2 1 5 7 6 4 11 9 10 8,C616,1,13,D L2 U2 F2 D' F2 L2 B2 U' B2 D2 R2 D
0 3 2 1 5 7 6 4 11 10 8 9,C626,1,13,D F2 U2 L2 D B2 R2 F2 D' L2 D2 B2 U'
0 3 2 1 6 4 5 7 8 9 11 10,C283,7,12,D2 B2 D2 R2 D' L2 F2 R2 U' L2 D2 B2
0 3 2 1 6 4 5 7 8 10 9 11,C279,7,12,D2 L2 D2 F2 D R2 B2 L2 U B2 U2 R2
0 3 2 1 6 4 5 7 8 11 10 9,C093,7,11,B2 D2 R2 U' L2 F2 R2 D B2 D2 L2
0 3 2 1 6 4 5 7 9 8 10 11,C278,7,12,D2 B2 U2 L2 D' R2 B2 L2 U' R2 U2 B2
0 3 2 1 6 4 5 7 9 10 11 8,C592,7,13,D U B2 D2 L2 D F2 R2 B2 D B2 U2 R2
0 3 2 1 6 4 5 7 9 11 8 10,C282,7,12,B2 U2 L2 D' F2 R2 B2 D L2 D U L2
0 3 2 1 6 4 5 7 10 8 11 9,C284,7,12,L2 D U L2 D L2 F2 R2 D' L2 U2 F2
0 3 2 1 6 4 5 7 10 9 8 11,C094,7,11,B2 D2 R2 D' B2 L2 F2 U F2 U2 L2
0 3 2 1 6 4 5 7 10 11 9 8,C280,7,12,B2 D' U' B2 D' L2 F2 R2 D B2 D2 L2
0 3 2 1 6 4 5 7 11 8 9 10,C591,7,13,D U B2 D2 L2 U L2 F2 R2 U F2 D2 R2
0 3 2 1 6 4 5 7 11 9 10 8,C277,7,12,D2 L2 U2 B2 D L2 F2 R2 U F2 D2 R2
0 3 2 1 6 4 5 7 11 10 8 9,C281,7,12,F2 D' U' F2 D' B2 L2 F2 D F2 D2 R2
0 3 2 1 6 4 7 5 8 9 10 11,C402,4,12,L2 U2 B2 U R2 B2 L2 D F2 R2 D2 R2
0 3 2 1 6 4 7 5 8 10 11 9,C660,4,13,U2 L2 U2 R2 F2 D' L2 B2 R2 U L2 D2 F2
0 3 2 1 6 4 7 5 8 11 9 10,C664,4,13,U2 B2 U2 L2 U' R2 B2 L2 D F2 R2 D2 R2
0 3 2 1 6 4 7 5 9 8 11 10,C658,4,13,L2 U D2 L2 D' B2 F2 U F2 L2 U' L2 F2
0 3 2 1 6 4 7 5 9 10 8 11,C662,4,13,U2 B2 D2 R2 D' B2 L2 F2 U F2 R2 D2 R2
0 3 2 1 6 4 7 5 9 11 10 8,C656,4,13,U2 L2 D2 L2 B2 D' R2 F2 L2 U R2 U2 F2
0 3 2 1 6 4 7 5 10 8 9 11,C665,4,13,U2 L2 U2 R2 F2 U' F2 L2 B2 D R2 U2 F2
0 3 2 1 6 4 7 5 10 9 11 8,C659,4,13,U2 B2 U2 L2 D' F2 R2 B2 U B2 L2 U2 R2
0 3 2 1 6 4 7 5 10 11 8 9,C663,4,13,L2 U2 B2 U R2 B2 L2 U2 D' B2 L2 U2 R2
0 3 2 1 6 4 7 5 11 8 10 9,C657,4,13,U2 B2 D2 R2 U' L2 F2 R2 D B2 L2 U2 R2
0 3 2 1 6 4 7 5 11 9 8 10,C661,4,13,U2 L2 D2 L2 B2 U' B2 R2 F2 D L2 D2 F2
0 3 2 1 6 4 7 5 11 10 9 8,C666,4,13,L2 D' F2 U D2 B2 F2 D R2 F2 D' L2 F2
0 3 2 1 6 5 4 7 8 9 10 11,C007,0,7,U F2 B2 D2 F2 B2 U
0 3 2 1 6 5 4 7 8 10 11 9,C025,0,9,U F2 U2 F2 B2 U' D' L2 D'
0 3 2 1 6 5 4 7 8 11 9 10,C025,3,9,D R2 D2 R2 L2 D' U' B2 U'
0 3 2 1 6 5 4 7 9 8 11 10,C026,0,9,U F2 U2 F2 B2 U2 F2 U D2
0 3 2 1 6 5 4 7 9 10 8 11,C027,0,9,D R2 L2 U2 R2 U' D F2 U
0 3 2 1 6 5 4 7 9 11 10 8,C025,4,9,U B2 U2 B2 F2 U' D' R2 D'
0 3 2 1 6 5 4 7 10 8 9 11,C027,7,9,U B2 F2 D2 B2 D' U L2 D
0 3 2 1 6 5 4 7 10 9 11 8,C027,4,9,D L2 R2 U2 L2 U' D B2 U
0 3 2 1 6 5 4 7 10 11 8 9,C019,0,8,U F2 B2 U D R2 L2 D
0 3 2 1 6 5 4 7 11 8 10 9,C025,7,9,D L2 D2 L2 R2 D' U' F2 U'
0 3 2 1 6 5 4 7 11 9 8 10,C027,3,9,U F2 B2 D2 F2 D' U R2 D
0 3 2 1 6 5 4 7 11 10 9 8,C026,3,9,D R2 D2 R2 L2 D2 R2 D U2
0 3 2 1 6 5 7 4 8 9 11 10,C360,3,12,D2 F2 U2 L2 D R2 F2 L2 U R2 U2 F2
0 3 2 1 6 5 7 4 8 10 9 11,C359,3,12,D2 R2 U2 B2 D' B2 R2 F2 U' F2 D2 L2
0 3 2 1 6 5 7 4 8 11 10 9,C114,3,11,F2 D2 R2 D F2 L2 B2 U' B2 U2 L2
0 3 2 1 6 5 7 4 9 8 10 11,C365,3,12,D2 F2 D2 R2 D L2 B2 R2 U L2 D2 F2
0 3 2 1 6 5 7 4 9 10 11 8,C634,3,13,D U R2 D2 B2 D R2 F2 L2 D R2 D2 B2
0 3 2 1 6 5 7 4 9 11 8 10,C366,3,12,F2 U2 L2 D B2 R2 F2 D' L2 D' U' L2
0 3 2 1 6 5 7 4 10 8 11 9,C364,3,12,B2 U2 R2 D L2 B2 R2 D' R2 D' U' R2
0 3 2 1 6 5 7 4 10 9 8 11,C115,3,11,F2 D2 R2 U L2 B2 R2 D' F2 D2 L2
0 3 2 1 6 5 7 4 10 11 9 8,C363,3,12,R2 D2 F2 D' L2 B2 R2 D F2 D U F2
0 3 2 1 6 5 7 4 11 8 9 10,C633,3,13,D U R2 D2 B2 U F2 L2 B2 U L2 U2 B2
0 3 2 1 6 5 7 4 11 9 10 8,C361,3,12,D2 R2 D2 F2 D' F2 L2 B2 U' B2 U2 L2
0 3 2 1 6 5 7 4 11 10 8 9,C362,3,12,F2 D U F2 D L2 B2 R2 D' F2 D2 L2
0 3 2 1 6 7 4 5 8 9 11 10,C052,0,10,U2 R2 L2 F2 D2 R2 L2 F2 D2 F2
0 3 2 1 6 7 4 5 8 10 9 11,C123,0,11,U R2 D2 R2 F2 B2 D2 R2 F2 B2 U
0 3 2 1 6 7 4 5 8 11 10 9,C053,0,10,R2 U2 R2 L2 F2 U2 R2 B2 U2 F2
0 3 2 1 6 7 4 5 9 8 10 11,C052,4,10,U2 L2 R2 B2 D2 L2 R2 B2 D2 B2
0 3 2 1 6 7 4 5 9 10 11 8,C403,0,12,U2 R2 U2 R2 L2 F2 U2 R2 B2 D2 B2 D2
0 3 2 1 6 7 4 5 9 11 8 10,C054,0,10,U2 F2 R2 F2 B2 U2 B2 D2 L2 F2
0 3 2 1 6 7 4 5 10 8 11 9,C054,4,10,U2 B2 L2 B2 F2 U2 F2 D2 R2 B2
0 3 2 1 6 7 4 5 10 9 8 11,C055,0,10,R2 U2 R2 L2 F2 D2 L2 F2 D2 F2
0 3 2 1 6 7 4 5 10 11 9 8,C056,0,10,U2 F2 U2 F2 D2 R2 F2 B2 R2 F2
0 3 2 1 6 7 4 5 11 8 9 10,C404,0,12,U2 R2 U2 R2 L2 F2 D2 L2 F2 U2 B2 D2
0 3 2 1 6 7 4 5 11 9 10 8,C123,4,11,U L2 D2 L2 B2 F2 D2 L2 B2 F2 U
0 3 2 1 6 7 4 5 11 10 8 9,C056,4,10,U2 B2 U2 B2 D2 L2 B2 F2 L2 B2
0 3 2 1 6 7 5 4 8 9 10 11,C405,0,12,R2 U2 L2 F2 U L2 F2 R2 D B2 D2 L2
0 3 2 1 6 7 5 4 8 10 11 9,C667,0,13,U2 R2 D2 R2 B2 U R2 B2 L2 D' R2 D2 F2
0 3 2 1 6 7 5 4 8 11 9 10,C668,0,13,U2 F2 D2 R2 D F2 L2 B2 U' B2 R2 D2 R2
0 3 2 1 6 7 5 4 9 8 11 10,C669,0,13,R2 U R2 L2 D L2 U' F2 B2 D L2 U2 L2
0 3 2 1 6 7 5 4 9 10 8 11,C670,0,13,U2 F2 U2 L2 U R2 F2 L2 D' B2 R2 D2 R2
0 3 2 1 6 7 5 4 9 11 10 8,C671,0,13,U2 R2 U2 L2 F2 U L2 F2 R2 D' L2 U2 F2
0 3 2 1 6 7 5 4 10 8 9 11,C672,0,13,U2 R2 D2 R2 B2 D B2 L2 F2 U' L2 U2 F2
0 3 2 1 6 7 5 4 10 9 11 8,C673,0,13,U2 F2 D2 R2 U L2 B2 R2 D' F2 L2 U2 R2
0 3 2 1 6 7 5 4 10 11 8 9,C674,0,13,R2 U2 L2 F2 U L2 F2 R2 U2 D' F2 U2 L2
0 3 2 1 6 7 5 4 11 8 10 9,C675,0,13,U2 F2 U2 L2 D B2 R2 F2 U' F2 L2 U2 R2
0 3 2 1 6 7 5 4 11 9 8 10,C676,0,13,U2 R2 U2 L2 F2 D F2 R2 B2 U' R2 D2 F2
0 3 2 1 6 7 5 4 11 10 9 8,C677,0,13,F2 R2 D' F2 L2 U2 D' F2 B2 U' F2 D' R2
0 3 2 1 7 4 5 6 8 9 10 11,C057,0,10,F2 R2 L2 F2 U' R2 L2 D F2 B2
0 3 2 1 7 4 5 6 8 10 11 9,C406,0,12,F2 R2 L2 U' D R2 D' R2 L2 D F2 B2
0 3 2 1 7 4 5 6 8 11 9 10,C407,0,12,F2 R2 L2 F2 U' R2 L2 U R2 U' D F2
0 3 2 1 7 4 5 6 9 8 11 10,C408,0,12,F2 R2 U2 D2 R2 B2 D' F2 B2 U F2 B2
0 3 2 1 7 4 5 6 9 10 8 11,C409,0,12,F2 R2 U' D F2 R2 D' R2 L2 D F2 B2
0 3 2 1 7 4 5 6 9 11 10 8,C406,4,12,B2 L2 R2 U' D L2 D' L2 R2 D B2 F2
0 3 2 1 7 4 5 6 10 8 9 11,C410,0,12,F2 R2 L2 U' D R2 U' F2 B2 U F2 B2
0 3 2 1 7 4 5 6 10 9 11 8,C409,4,12,B2 L2 U' D B2 L2 D' L2 R2 D B2 F2
0 3 2 1 7 4 5 6 10 11 8 9,C124,0,11,U2 F2 B2 U' F2 R2 L2 F2 U' F2 B2
0 3 2 1 7 4 5 6 11 8 10 9,C407,4,12,B2 L2 R2 B2 U' L2 R2 U L2 U' D B2
0 3 2 1 7 4 5 6 11 9 8 10,C410,4,12,B2 L2 R2 U' D L2 U' B2 F2 U B2 F2
0 3 2 1 7 4 5 6 11 10 9 8,C411,0,12,F2 U2 D2 R2 L2 B2 D' F2 B2 U F2 B2
0 3 2 1 7 4 6 5 8 9 11 10,C573,1,13,D F2 U2 R2 D' B2 L2 F2 U' L2 U2 F2 D
0 3 2 1 7 4 6 5 8 10 9 11,C583,1,13,D L2 D2 F2 D R2 B2 L2 U B2 U2 R2 D
0 3 2 1 7 4 6 5 8 11 10 9,C580,1,13,D L2 D2 F2 U F2 R2 B2 D' L2 U2 F2 D'
0 3 2 1 7 4 6 5 9 8 10 11,C576,1,13,D F2 D2 L2 D' F2 R2 B2 U' R2 D2 F2 D
0 3 2 1 7 4 6 5 9 10 11 8,C582,1,13,D L2 D2 F2 D R2 B2 L2 D L2 U2 B2 U
0 3 2 1 7 4 6 5 9 11 8 10,C579,1,13,D L2 D2 F2 D R2 B2 L2 D' F2 D2 L2 U'
0 3 2 1 7 4 6 5 10 8 11 9,C578,1,13,D L2 U2 B2 D L2 F2 R2 D' B2 U2 L2 U'
0 3 2 1 7 4 6 5 10 9 8 11,C575,1,13,D L2 D2 F2 D R2 B2 L2 U' R2 D2 F2 D'
0 3 2 1 7 4 6 5 10 11 9 8,C581,1,13,D F2 U2 R2 D' B2 L2 F2 D R2 U2 F2 U'
0 3 2 1 7 4 6 5 11 8 9 10,C577,1,13,D L2 D2 F2 U F2 R2 B2 U R2 D2 B2 U
0 3 2 1 7 4 6 5 11 9 10 8,C574,1,13,D L2 U2 B2 D L2 F2 R2 U F2 D2 R2 D
0 3 2 1 7 4 6 5 11 10 8 9,C584,1,13,D F2 D2 L2 D' F2 R2 B2 D L2 D2 F2 U'
0 3 2 1 7 5 4 6 8 9 11 10,C278,3,12,D2 F2 U2 R2 D' L2 F2 R2 U' L2 U2 F2
0 3 2 1 7 5 4 6 8 10 9 11,C277,3,12,D2 R2 U2 F2 D R2 B2 L2 U B2 D2 L2
0 3 2 1 7 5 4 6 8 11 10 9,C093,3,11,F2 D2 L2 U' R2 B2 L2 D F2 D2 R2
0 3 2 1 7 5 4 6 9 8 10 11,C283,3,12,D2 F2 D2 L2 D' R2 B2 L2 U' R2 D2 F2
0 3 2 1 7 5 4 6 9 10 11 8,C592,3,13,D U F2 D2 R2 D B2 L2 F2 D F2 U2 L2
0 3 2 1 7 5 4 6 9 11 8 10,C284,3,12,R2 D U R2 D R2 B2 L2 D' R2 U2 B2
0 3 2 1 7 5 4 6 10 8 11 9,C282,3,12,F2 U2 R2 D' B2 L2 F2 D R2 D U R2
0 3 2 1 7 5 4 6 10 9 8 11,C094,3,11,F2 D2 L2 D' F2 R2 B2 U B2 U2 R2
0 3 2 1 7 5 4 6 10 11 9 8,C281,3,12,B2 D' U' B2 D' F2 R2 B2 D B2 D2 L2
0 3 2 1 7 5 4 6 11 8 9 10,C591,3,13,D U F2 D2 R2 U R2 B2 L2 U B2 D2 L2
0 3 2 1 7 5 4 6 11 9 10 8,C279,3,12,D2 R2 D2 B2 D L2 F2 R2 U F2 U2 L2
0 3 2 1 7 5 4 6 11 10 8 9,C280,3,12,F2 D' U' F2 D' R2 B2 L2 D F2 D2 R2
0 3 2 1 7 5 6 4 8 9 10 11,C072,1,11,B2 D L2 F2 R2 U' L2 B2 R2 D2 B2
0 3 2 1 7 5 6 4 8 10 11 9,C470,1,13,D2 L2 D2 F2 U L2 F2 R2 D' L2 B2 U2 F2
0 3 2 1 7 5 6 4 8 11 9 10,C468,1,13,D U' L2 D F2 R2 B2 D' L2 B2 R2 D2 B2
0 3 2 1 7 5 6 4 9 8 11 10,C465,1,13,D2 F2 D L2 B2 R2 U' L2 F2 R2 U2 B2 U2
0 3 2 1 7 5 6 4 9 10 8 11,C189,1,12,B2 U L2 B2 U' F2 R2 B2 U' R2 D' B2
0 3 2 1 7 5 6 4 9 11 10 8,C467,1,13,D2 L2 U2 F2 D2 F2 L2 D B2 L2 F2 U' B2
0 3 2 1 7 5 6 4 10 8 9 11,C188,1,12,B2 D F2 L2 D' F2 R2 B2 D' F2 U' B2
0 3 2 1 7 5 6 4 10 9 11 8,C464,1,13,D2 F2 U F2 R2 B2 D' L2 B2 D2 B2 U2 L2
0 3 2 1 7 5 6 4 10 11 8 9,C469,1,13,F2 D2 L2 D U2 B2 L2 F2 U' L2 B2 U2 F2
0 3 2 1 7 5 6 4 11 8 10 9,C466,1,13,D2 F2 D L2 B2 R2 U' L2 F2 D2 F2 D2 R2
0 3 2 1 7 5 6 4 11 9 8 10,C463,1,13,D B2 D2 L2 B2 R2 D' B2 L2 F2 D R2 U'
0 3 2 1 7 5 6 4 11 10 9 8,C471,1,13,R2 D2 U L2 D2 F2 L2 B2 D2 L2 F2 U R2
0 3 2 1 7 6 4 5 8 9 10 11,C405,4,12,L2 U2 R2 B2 U R2 B2 L2 D F2 D2 R2
0 3 2 1 7 6 4 5 8 10 11 9,C671,4,13,U2 L2 U2 R2 B2 U R2 B2 L2 D' R2 U2 B2
0 3 2 1 7 6 4 5 8 11 9 10,C675,4,13,U2 B2 U2 R2 D F2 L2 B2 U' B2 R2 U2 L2
0 3 2 1 7 6 4 5 9 8 11 10,C669,4,13,L2 U L2 R2 D R2 U' B2 F2 D R2 U2 R2
0 3 2 1 7 6 4 5 9 10 8 11,C673,4,13,U2 B2 D2 L2 U R2 F2 L2 D' B2 R2 U2 L2
0 3 2 1 7 6 4 5 9 11 10 8,C667,4,13,U2 L2 D2 L2 F2 U L2 F2 R2 D' L2 D2 B2
0 3 2 1 7 6 4 5 10 8 9 11,C676,4,13,U2 L2 U2 R2 B2 D B2 L2 F2 U' L2 D2 B2
0 3 2 1 7 6 4 5 10 9 11 8,C670,4,13,U2 B2 U2 R2 U L2 B2 R2 D' F2 L2 D2 L2
0 3 2 1 7 6 4 5 10 11 8 9,C674,4,13,L2 U2 R2 B2 U R2 B2 L2 U2 D' B2 U2 R2
0 3 2 1 7 6 4 5 11 8 10 9,C668,4,13,U2 B2 D2 L2 D B2 R2 F2 U' F2 L2 D2 L2
0 3 2 1 7 6 4 5 11 9 8 10,C672,4,13,U2 L2 D2 L2 F2 D F2 R2 B2 U' R2 U2 B2
0 3 2 1 7 6 4 5 11 10 9 8,C677,4,13,B2 L2 D' B2 R2 U2 D' B2 F2 U' B2 D' L2
0 3 2 1 7 6 5 4 8 9 11 10,C678,0,13,F2 R2 L2 U2 F2 U2 F2 U' R2 L2 D' F2 B2
0 3 2 1 7 6 5 4 8 10 9 11,C679,0,13,F2 R2 D2 B2 D2 L2 F2 U' R2 L2 D' F2 B2
0 3 2 1 7 6 5 4 8 11 10 9,C863,0,14,R2 D R2 B2 U2 R2 D' B2 R2 F2 U B2 D R2
0 3 2 1 7 6 5 4 9 8 10 11,C678,4,13,B2 L2 R2 U2 B2 U2 B2 U' L2 R2 D' B2 F2
0 3 2 1 7 6 5 4 9 10 11 8,C864,0,14,R2 U B2 U2 B2 D' F2 L2 F2 D L2 U' R2 F2
0 3 2 1 7 6 5 4 9 11 8 10,C680,0,13,F2 R2 U2 F2 U2 L2 F2 D' F2 B2 U' F2 B2
0 3 2 1 7 6 5 4 10 8 11 9,C680,4,13,B2 L2 U2 B2 U2 R2 B2 D' B2 F2 U' B2 F2
0 3 2 1 7 6 5 4 10 9 8 11,C865,0,14,R2 U B2 U2 B2 U' R2 F2 R2 U L2 U' R2 F2
0 3 2 1 7 6 5 4 10 11 9 8,C681,0,13,F2 U2 B2 U2 B2 D R2 F2 B2 R2 D F2 B2
0 3 2 1 7 6 5 4 11 8 9 10,C866,0,14,R2 U F2 R2 U2 F2 U' B2 R2 F2 U B2 D R2
0 3 2 1 7 6 5 4 11 9 10 8,C679,4,13,B2 L2 D2 F2 D2 R2 B2 U' L2 R2 D' B2 F2
0 3 2 1 7 6 5 4 11 10 8 9,C681,4,13,B2 U2 F2 U2 F2 D L2 B2 F2 L2 D B2 F2
1 0 2 3 4 5 6 7 8 9 11 10,C067,7,11,F2 D B2 D2 L2 F2 U2 F2 L2 D F2
1 0 2 3 4 5 6 7 8 10 9 11,C065,7,11,R2 D B2 L2 D2 R2 F2 U2 R2 D R2
1 0 2 3 4 5 6 7 8 11 10 9,C064,7,11,F2 U L2 D2 B2 R2 D2 L2 F2 U F2
1 0 2 3 4 5 6 7 9 8 10 11,C063,7,11,F2 D B2 U2 L2 F2 U2 B2 R2 D F2
1 0 2 3 4 5 6 7 9 10 11 8,C140,7,12,F2 D B2 U2 R2 B2 D' U' R2 F2 U F2
1 0 2 3 4 5 6 7 9 11 8 10,C139,7,12,R2 D B2 L2 D' U' B2 R2 U2 B2 U R2
1 0 2 3 4 5 6 7 10 8 11 9,C141,7,12,R2 D B2 R2 D' U' F2 R2 U2 F2 U R2
1 0 2 3 4 5 6 7 10 9 8 11,C066,7,11,F2 U L2 U2 B2 R2 D2 R2 B2 U F2
1 0 2 3 4 5 6 7 10 11 9 8,C137,7,12,F2 D B2 D U B2 L2 D2 R2 F2 U F2
1 0 2 3 4 5 6 7 11 8 9 10,C136,7,12,F2 D B2 D2 R2 B2 D' U' L2 B2 U F2
1 0 2 3 4 5 6 7 11 9 10 8,C062,7,11,R2 D B2 L2 U2 L2 B2 D2 R2 D R2
1 0 2 3 4 5 6 7 11 10 8 9,C138,7,12,F2 D F2 D U B2 R2 D2 L2 F2 U F2
1 0 2 3 4 5 7 6 8 9 10 11,C190,3,12,D F2 D F2 R2 F2 R2 F2 R2 D' F2 D'
1 0 2 3 4 5 7 6 8 10 11 9,C473,3,13,D' U2 B2 D F2 R2 B2 R2 F2 L2 U' L2 U'
1 0 2 3 4 5 7 6 8 11 9 10,C472,3,13,D U2 L2 D' F2 R2 B2 R2 F2 L2 U B2 U
1 0 2 3 4 5 7 6 9 8 11 10,C474,4,13,U2 B2 U L2 B2 L2 D2 F2 R2 F2 U F2 D2
1 0 2 3 4 5 7 6 9 10 8 11,C192,4,12,U L2 D L2 B2 R2 F2 R2 B2 U' F2 D'
1 0 2 3 4 5 7 6 9 11 10 8,C472,4,13,U D2 F2 U' L2 B2 R2 B2 L2 F2 D R2 D
1 0 2 3 4 5 7 6 10 8 9 11,C192,3,12,D F2 U F2 R2 B2 L2 B2 R2 D' L2 U'
1 0 2 3 4 5 7 6 10 9 11 8,C191,4,12,B2 U' B2 D' F2 L2 B2 D' L2 F2 D B2
1 0 2 3 4 5 7 6 10 11 8 9,C744,3,14,D F2 D F2 R2 F2 R2 D' U L2 F2 D' L2 U'
1 0 2 3 4 5 7 6 11 8 10 9,C473,4,13,U' D2 R2 U L2 B2 R2 B2 L2 F2 D' F2 D'
1 0 2 3 4 5 7 6 11 9 8 10,C191,3,12,R2 D' R2 U' L2 F2 R2 U' F2 L2 U R2
1 0 2 3 4 5 7 6 11 10 9 8,C474,3,13,D2 R2 D F2 R2 F2 U2 L2 B2 L2 D L2 U2
1 0 2 3 4 6 5 7 8 9 10 11,C032,4,10,F2 U L2 B2 R2 F2 R2 B2 U' F2
1 0 2 3 4 6 5 7 8 10 11 9,C229,4,12,R2 D' L2 D B2 R2 F2 D B2 L2 U R2
1 0 2 3 4 6 5 7 8 11 9 10,C228,5,12,R2 U' L2 B2 D' F2 R2 B2 D' L2 D R2
1 0 2 3 4 6 5 7 9 8 11 10,C563,4,13,U2 D2 B2 U L2 B2 L2 F2 R2 F2 U D2 F2
1 0 2 3 4 6 5 7 9 10 8 11,C227,5,12,D' U L2 D R2 B2 L2 B2 R2 F2 U' F2
1 0 2 3 4 6 5 7 9 11 10 8,C226,4,12,F2 D L2 B2 R2 B2 U D' B2 L2 U' F2
1 0 2 3 4 6 5 7 10 8 9 11,C226,5,12,F2 U R2 B2 L2 B2 D U' B2 R2 D' F2
1 0 2 3 4 6 5 7 10 9 11 8,C228,4,12,L2 D' R2 B2 U' F2 L2 B2 U' R2 U L2
1 0 2 3 4 6 5 7 10 11 8 9,C564,4,13,F2 U L2 U2 D2 B2 R2 B2 R2 B2 U D2 F2
1 0 2 3 4 6 5 7 11 8 10 9,C227,4,12,U' D R2 U L2 B2 R2 B2 L2 F2 D' F2
1 0 2 3 4 6 5 7 11 9 8 10,C229,5,12,L2 U' R2 U B2 L2 F2 U B2 R2 D L2
1 0 2 3 4 6 5 7 11 10 9 8,C230,4,12,F2 U L2 F2 L2 U' D R2 F2 R2 D' F2
1 0 2 3 4 6 7 5 8 9 11 10,C495,4,13,U2 L2 B2 U2 L2 U' L2 R2 D' L2 R2 B2 L2
1 0 2 3 4 6 7 5 8 10 9 11,C497,4,13,U2 L2 U' L2 B2 R2 F2 R2 B2 U' R2 D2 R2
1 0 2 3 4 6 7 5 8 11 10 9,C764,4,14,U2 L2 F2 L2 R2 U' D' F2 U L2 R2 U F2 L2
1 0 2 3 4 6 7 5 9 8 10 11,C493,4,13,U2 L2 F2 L2 R2 D2 L2 D L2 R2 U F2 L2
1 0 2 3 4 6 7 5 9 10 11 8,C765,4,14,U2 L2 U' L2 B2 R2 F2 R2 B2 D' F2 U' D' R2
1 0 2 3 4 6 7 5 9 11 8 10,C767,4,14,U2 L2 U2 L2 D2 B2 L2 R2 U' B2 F2 D F2 L2
1 0 2 3 4 6 7 5 10 8 11 9,C766,4,14,U2 L2 D2 R2 U2 B2 L2 R2 U' B2 F2 D F2 L2
1 0 2 3 4 6 7 5 10 9 8 11,C768,4,14,U2 L2 B2 U D F2 D' L2 R2 D' L2 R2 B2 L2
1 0 2 3 4 6 7 5 10 11 9 8,C498,4,13,U2 L2 F2 L2 R2 D2 L2 U B2 F2 D F2 L2
1 0 2 3 4 6 7 5 11 8 9 10,C769,4,14,U2 L2 B2 U' D' B2 U' B2 F2 U' L2 R2 B2 L2
1 0 2 3 4 6 7 5 11 9 10 8,C494,4,13,U2 L2 D' L2 B2 L2 B2 L2 B2 D' L2 U2 R2
1 0 2 3 4 6 7 5 11 10 8 9,C496,4,13,U2 L2 B2 U2 L2 D' B2 F2 U' L2 R2 B2 L2
1 0 2 3 4 7 5 6 8 9 11 10,C549,4,13,L2 B2 L2 R2 D L2 R2 U L2 U2 B2 L2 U2
